stock_id,signal_date,status,cancel_reason,entry_date,exit_date,exit_trigger_date
1582,20231201,entered,,20231204,20231211,20231208
1582,20240603,entered,,20240604,20240607,20240606
1584,20230221,entered,,20230222,20230302,20230301
1584,20230414,entered,,20230417,20230421,20230420
1584,20230705,entered,,20230706,20230707,20230706
1584,20231124,entered,,20231127,20231201,20231130
1584,20240409,entered,,20240410,20240412,20240411
1589,20230322,entered,,20230323,20230406,20230406
1589,20230324,skipped,Existing Position,,,
1591,20231207,entered,,20231208,20231213,20231212
1597,20241225,entered,,20241226,20241230,20241227
1597,20260506,entered,,20260507,20260515,20260514
1605,20221111,entered,,20221114,20221118,20221117
1605,20221114,skipped,Existing Position,,,
1605,20230131,entered,,20230201,20230208,20230207
1605,20231115,entered,,20231116,20231127,20231127
1605,20231121,skipped,Existing Position,,,
1605,20231123,skipped,Existing Position,,,
1605,20240229,entered,,20240301,20240308,20240307
1605,20240409,entered,,20240410,20240417,20240416
1605,20250512,entered,,20250513,20250522,20250522
1605,20250520,skipped,Existing Position,,,
1605,20251224,entered,,20251226,20260107,20260107
1605,20251226,skipped,Existing Position,,,
1605,20260113,entered,,20260114,20260120,20260119
1605,20260420,entered,,20260421,20260423,20260422
1608,20240306,entered,,20240307,20240308,20240307
1608,20240311,entered,,20240312,20240314,20240313
1608,20240312,skipped,Existing Position,,,
1608,20240327,entered,,20240328,20240408,20240403
1608,20250827,entered,,20250828,20250902,20250901
1608,20251103,cancelled,Gap >5%,,,
1608,20251105,entered,,20251106,20251107,20251106
1608,20251212,entered,,20251215,20251217,20251216
1608,20251226,entered,,20251229,20251231,20251230
1608,20260128,entered,,20260129,20260202,20260130
1608,20260602,entered,,20260603,20260609,20260608
1609,20221202,entered,,20221205,20221214,20221214
1609,20230201,entered,,20230202,20230207,20230206
1609,20230215,entered,,20230216,20230223,20230222
1609,20230307,entered,,20230308,20230313,20230310
1609,20230308,skipped,Existing Position,,,
1609,20230606,entered,,20230607,20230613,20230612
1609,20230608,skipped,Existing Position,,,
1609,20240229,entered,,20240301,20240308,20240307
1609,20240410,entered,,20240411,20240423,20240422
1609,20260120,entered,,20260121,20260126,20260123
1611,20220610,entered,,20220613,20220617,20220616
1612,20220325,entered,,20220328,20220408,20220407
1612,20230605,entered,,20230606,20230612,20230609
1612,20230725,entered,,20230726,20230731,20230728
1612,20231208,entered,,20231211,20231214,20231213
1612,20231211,skipped,Existing Position,,,
1612,20231212,skipped,Existing Position,,,
1612,20240322,entered,,20240325,20240403,20240403
1612,20250814,entered,,20250815,20250822,20250821
1612,20251103,entered,,20251104,20251105,20251104
1616,20250609,entered,,20250610,20250619,20250619
1618,20230522,entered,,20230523,20230525,20230524
1618,20230605,entered,,20230606,20230609,20230608
1618,20231201,entered,,20231204,20231208,20231207
1618,20240216,entered,,20240219,20240229,20240229
1618,20240322,entered,,20240325,20240401,20240329
1618,20250711,entered,,20250714,20250721,20250718
1708,20220112,entered,,20220113,20220120,20220119
1708,20220114,skipped,Existing Position,,,
1708,20240927,entered,,20240930,20241009,20241008
1708,20260303,entered,,20260304,20260305,20260304
1709,20220103,entered,,20220104,20220112,20220111
1709,20220105,skipped,Existing Position,,,
1709,20220106,skipped,Existing Position,,,
1709,20220107,skipped,Existing Position,,,
1709,20240920,entered,,20240923,20240927,20240926
1709,20260706,entered,,20260707,20260709,20260708
1709,20260824,entered,,20260825,20260828,20260827
1710,20230605,entered,,20230606,20230615,20230615
1710,20230606,skipped,Existing Position,,,
1711,20260102,entered,,20260105,20260109,20260108
1711,20260421,entered,,20260422,20260424,20260423
1712,20220819,entered,,20220822,20220825,20220824
1712,20220822,skipped,Existing Position,,,
1712,20220826,entered,,20220829,20220907,20220907
1717,20240927,entered,,20240930,20241009,20241008
1717,20250811,entered,,20250812,20250821,20250820
1717,20251211,entered,,20251212,20251215,20251212
1717,20251222,entered,,20251223,20251226,20251224
1717,20260102,entered,,20260105,20260109,20260108
1717,20260706,entered,,20260707,20260708,20260707
1722,20240429,entered,,20240430,20240508,20240507
1727,20260303,entered,,20260304,20260305,20260304
1727,20260827,censored,Insufficient Future Data,20260828,,
1734,20230616,entered,,20230619,20230628,20230627
1760,20220817,entered,,20220818,20220823,20220822
1760,20220818,skipped,Existing Position,,,
1773,20240327,entered,,20240328,20240402,20240401
1783,20230206,entered,,20230207,20230210,20230209
1783,20230207,skipped,Existing Position,,,
1785,20230607,entered,,20230608,20230615,20230614
1785,20230626,entered,,20230627,20230629,20230628
1785,20231106,entered,,20231107,20231109,20231108
1785,20240216,entered,,20240219,20240226,20240223
1785,20240304,entered,,20240305,20240311,20240308
1785,20240529,entered,,20240530,20240606,20240605
1785,20240617,entered,,20240618,20240627,20240627
1785,20240830,entered,,20240902,20240905,20240904
1785,20250609,entered,,20250610,20250619,20250619
1785,20250922,entered,,20250923,20250930,20250926
1785,20251210,entered,,20251211,20251217,20251216
1785,20260312,entered,,20260313,20260323,20260320
1795,20220325,entered,,20220328,20220408,20220407
1795,20220608,entered,,20220609,20220615,20220614
1795,20220610,skipped,Existing Position,,,
1795,20220817,entered,,20220818,20220824,20220823
1795,20221121,entered,,20221122,20221130,20221129
1795,20221122,skipped,Existing Position,,,
1795,20230217,entered,,20230220,20230223,20230222
1795,20231201,entered,,20231204,20231213,20231213
1795,20240408,entered,,20240409,20240419,20240418
1795,20240412,skipped,Existing Position,,,
1795,20260113,entered,,20260114,20260120,20260119
1795,20260115,skipped,Existing Position,,,
1795,20260116,skipped,Existing Position,,,
1795,20260127,entered,,20260128,20260206,20260206
1802,20221122,entered,,20221123,20221125,20221124
1802,20240617,entered,,20240618,20240624,20240621
1802,20250725,entered,,20250728,20250806,20250805
1802,20251008,entered,,20251009,20251015,20251014
1802,20251113,entered,,20251114,20251117,20251114
1802,20260417,entered,,20260420,20260421,20260420
1802,20260828,cancelled,Missing T+1 Open,,,
1808,20251020,entered,,20251021,20251031,20251031
1808,20251021,skipped,Existing Position,,,
1809,20260512,cancelled,Below Signal Low,,,
1815,20240523,entered,,20240524,20240531,20240530
1815,20240524,skipped,Existing Position,,,
1815,20250523,entered,,20250526,20250605,20250605
1815,20250717,entered,,20250718,20250722,20250721
1815,20251224,entered,,20251226,20260105,20260102
1815,20251229,skipped,Existing Position,,,
1815,20260821,censored,Insufficient Future Data,20260824,,
1904,20230626,cancelled,Below Signal Low,,,
1904,20260609,entered,,20260610,20260622,20260622
1905,20230703,entered,,20230704,20230707,20230706
1905,20231218,entered,,20231219,20231226,20231225
1905,20240927,entered,,20240930,20241008,20241007
1907,20221114,entered,,20221115,20221122,20221121
1907,20230523,entered,,20230524,20230531,20230530
1907,20230626,entered,,20230627,20230628,20230627
1907,20231201,entered,,20231204,20231213,20231213
2002,20240409,entered,,20240410,20240415,20240412
2002,20240927,entered,,20240930,20241014,20241014
2002,20250506,entered,,20250507,20250509,20250508
2002,20250723,entered,,20250724,20250730,20250729
2002,20260129,entered,,20260130,20260210,20260210
2006,20220606,entered,,20220607,20220614,20220613
2006,20260305,entered,,20260306,20260316,20260313
2006,20260311,skipped,Existing Position,,,
2006,20260612,entered,,20260615,20260625,20260625
2009,20240314,entered,,20240315,20240320,20240319
2009,20240401,entered,,20240402,20240412,20240411
2009,20240410,skipped,Existing Position,,,
2009,20260129,entered,,20260130,20260202,20260130
2009,20260824,censored,Insufficient Future Data,20260825,,
2009,20260826,skipped,Existing Position,,,
2010,20240429,entered,,20240430,20240508,20240507
2014,20221215,entered,,20221216,20221220,20221219
2014,20230918,entered,,20230919,20230926,20230925
2014,20231115,entered,,20231116,20231127,20231127
2014,20231219,cancelled,Gap >5%,,,
2014,20250224,entered,,20250225,20250307,20250307
2020,20240515,entered,,20240516,20240517,20240516
2027,20220818,entered,,20220819,20220826,20220825
2027,20221114,entered,,20221115,20221122,20221121
2027,20221205,entered,,20221206,20221213,20221212
2027,20230605,entered,,20230606,20230613,20230612
2027,20230615,entered,,20230616,20230627,20230626
2027,20230727,cancelled,Below Signal Low,,,
2027,20230915,entered,,20230918,20230925,20230922
2027,20231116,entered,,20231117,20231128,20231128
2027,20231215,entered,,20231218,20231225,20231222
2027,20240321,entered,,20240322,20240327,20240326
2027,20240409,entered,,20240410,20240417,20240416
2027,20240520,entered,,20240521,20240527,20240524
2027,20250211,entered,,20250212,20250213,20250212
2027,20250725,entered,,20250728,20250804,20250801
2027,20250729,skipped,Existing Position,,,
2027,20251014,entered,,20251015,20251016,20251015
2027,20260126,entered,,20260127,20260204,20260203
2027,20260128,skipped,Existing Position,,,
2027,20260129,skipped,Existing Position,,,
2027,20260514,entered,,20260515,20260527,20260526
2030,20260623,entered,,20260624,20260625,20260624
2030,20260824,censored,Insufficient Future Data,20260825,,
2031,20220325,entered,,20220328,20220408,20220407
2031,20220812,entered,,20220815,20220824,20220824
2031,20220815,skipped,Existing Position,,,
2031,20230131,entered,,20230201,20230208,20230207
2031,20231218,entered,,20231219,20231229,20231228
2031,20231219,skipped,Existing Position,,,
2031,20231221,skipped,Existing Position,,,
2031,20240223,entered,,20240226,20240307,20240307
2031,20240226,skipped,Existing Position,,,
2034,20220728,entered,,20220729,20220809,20220809
2038,20230131,entered,,20230201,20230206,20230203
2049,20230202,entered,,20230203,20230214,20230214
2049,20230208,skipped,Existing Position,,,
2049,20230221,entered,,20230222,20230307,20230307
2049,20230307,entered,,20230308,20230313,20230310
2049,20230411,entered,,20230412,20230419,20230418
2049,20241210,entered,,20241211,20241220,20241220
2049,20241219,skipped,Existing Position,,,
2049,20241223,entered,,20241224,20250103,20250102
2049,20241224,skipped,Existing Position,,,
2049,20251008,entered,,20251009,20251014,20251013
2049,20260116,entered,,20260119,20260128,20260128
2049,20260119,skipped,Existing Position,,,
2049,20260126,skipped,Existing Position,,,
2049,20260127,skipped,Existing Position,,,
2061,20260527,entered,,20260528,20260603,20260602
2101,20231228,entered,,20231229,20240110,20240110
2101,20240409,entered,,20240410,20240419,20240419
2101,20240604,entered,,20240605,20240607,20240606
2101,20250825,entered,,20250826,20250902,20250901
2103,20260511,entered,,20260512,20260519,20260518
2105,20231011,entered,,20231012,20231018,20231017
2105,20231115,entered,,20231116,20231121,20231120
2105,20240314,entered,,20240315,20240326,20240326
2105,20240318,skipped,Existing Position,,,
2105,20240327,entered,,20240328,20240403,20240402
2105,20240513,entered,,20240514,20240523,20240523
2201,20220103,entered,,20220104,20220111,20220110
2201,20220601,entered,,20220602,20220610,20220609
2201,20221115,entered,,20221116,20221125,20221125
2201,20221125,entered,,20221128,20221130,20221129
2201,20221128,skipped,Existing Position,,,
2201,20230109,entered,,20230110,20230113,20230112
2201,20230117,entered,,20230130,20230206,20230203
2201,20230417,entered,,20230418,20230425,20230424
2201,20230418,skipped,Existing Position,,,
2201,20230522,entered,,20230523,20230530,20230529
2201,20240219,entered,,20240220,20240227,20240226
2201,20240927,entered,,20240930,20241009,20241008
2201,20250916,entered,,20250917,20250924,20250923
2201,20260603,entered,,20260604,20260609,20260608
2204,20230323,entered,,20230324,20230328,20230327
2204,20230413,entered,,20230414,20230425,20230425
2204,20230525,entered,,20230526,20230606,20230606
2204,20231206,entered,,20231207,20231219,20231218
2204,20231212,skipped,Existing Position,,,
2204,20240216,entered,,20240219,20240226,20240223
2204,20240306,entered,,20240307,20240314,20240313
2204,20240412,entered,,20240415,20240417,20240416
2206,20240226,entered,,20240227,20240308,20240308
2206,20240301,skipped,Existing Position,,,
2208,20230217,entered,,20230220,20230302,20230301
2208,20230412,entered,,20230413,20230417,20230414
2208,20250829,entered,,20250901,20250902,20250901
2208,20260113,entered,,20260114,20260123,20260123
2208,20260114,skipped,Existing Position,,,
2208,20260120,skipped,Existing Position,,,
2208,20260121,skipped,Existing Position,,,
2231,20250908,entered,,20250909,20250910,20250909
2231,20260422,entered,,20260423,20260424,20260423
2233,20260521,entered,,20260522,20260528,20260527
2241,20260609,entered,,20260610,20260612,20260611
2243,20241008,entered,,20241009,20241011,20241009
2301,20230531,entered,,20230601,20230612,20230612
2301,20240320,entered,,20240321,20240326,20240325
2301,20240524,cancelled,Gap >5%,,,
2301,20240704,entered,,20240705,20240708,20240705
2301,20241111,entered,,20241112,20241113,20241112
2301,20250604,entered,,20250605,20250612,20250611
2301,20250703,entered,,20250704,20250715,20250715
2301,20250909,cancelled,Gap >5%,,,
2301,20260421,entered,,20260422,20260504,20260504
2301,20260422,skipped,Existing Position,,,
2301,20260512,cancelled,Below Signal Low,,,
2301,20260825,censored,Insufficient Future Data,20260826,,
2303,20221115,entered,,20221116,20221123,20221122
2303,20230117,entered,,20230130,20230208,20230208
2303,20231227,entered,,20231228,20240104,20240103
2303,20240308,entered,,20240311,20240318,20240315
2303,20240319,entered,,20240320,20240327,20240326
2303,20240522,entered,,20240523,20240603,20240603
2303,20240527,skipped,Existing Position,,,
2303,20250521,entered,,20250522,20250527,20250526
2303,20250904,entered,,20250905,20250912,20250911
2303,20250919,entered,,20250922,20251002,20251002
2303,20250924,skipped,Existing Position,,,
2303,20251103,entered,,20251104,20251107,20251106
2303,20260116,entered,,20260119,20260126,20260123
2303,20260420,entered,,20260421,20260422,20260421
2308,20221111,entered,,20221114,20221123,20221123
2308,20230414,entered,,20230417,20230424,20230421
2308,20230526,entered,,20230529,20230605,20230602
2308,20230607,entered,,20230608,20230619,20230619
2308,20230612,skipped,Existing Position,,,
2308,20230613,skipped,Existing Position,,,
2308,20230614,skipped,Existing Position,,,
2308,20230615,skipped,Existing Position,,,
2308,20240308,entered,,20240311,20240318,20240315
2308,20240321,entered,,20240322,20240329,20240328
2308,20240527,entered,,20240528,20240531,20240530
2308,20240619,entered,,20240620,20240701,20240701
2308,20240621,skipped,Existing Position,,,
2308,20241211,entered,,20241212,20241223,20241223
2308,20250710,entered,,20250711,20250722,20250722
2312,20241017,entered,,20241018,20241024,20241023
2312,20241106,entered,,20241107,20241112,20241111
2312,20251007,entered,,20251008,20251015,20251014
2313,20220325,entered,,20220328,20220330,20220329
2313,20221111,entered,,20221114,20221115,20221114
2313,20230705,entered,,20230706,20230713,20230712
2313,20230918,entered,,20230919,20230926,20230925
2313,20231113,entered,,20231114,20231116,20231115
2313,20231120,entered,,20231121,20231130,20231130
2313,20231121,skipped,Existing Position,,,
2313,20231128,skipped,Existing Position,,,
2313,20240627,entered,,20240628,20240702,20240701
2313,20240708,entered,,20240709,20240716,20240715
2313,20241211,entered,,20241212,20241223,20241223
2313,20241212,skipped,Existing Position,,,
2313,20250811,entered,,20250812,20250821,20250821
2313,20250813,skipped,Existing Position,,,
2313,20251009,cancelled,Below Signal Low,,,
2313,20251215,entered,,20251216,20251222,20251219
2313,20251223,entered,,20251224,20251230,20251229
2316,20240306,entered,,20240307,20240314,20240313
2316,20240408,entered,,20240409,20240412,20240411
2316,20240603,entered,,20240604,20240612,20240611
2316,20240614,entered,,20240617,20240625,20240624
2317,20220531,entered,,20220601,20220613,20220613
2317,20220811,entered,,20220812,20220819,20220818
2317,20230612,entered,,20230613,20230626,20230626
2317,20230626,entered,,20230627,20230704,20230703
2317,20240304,entered,,20240305,20240314,20240314
2317,20240311,skipped,Existing Position,,,
2317,20240318,entered,,20240319,20240328,20240328
2317,20241004,entered,,20241007,20241015,20241014
2317,20241015,entered,,20241016,20241025,20241025
2317,20250624,entered,,20250625,20250704,20250704
2317,20250701,skipped,Existing Position,,,
2317,20250724,entered,,20250725,20250805,20250805
2317,20250731,skipped,Existing Position,,,
2317,20250807,entered,,20250808,20250819,20250819
2317,20250815,skipped,Existing Position,,,
2317,20250923,entered,,20250924,20251001,20250930
2317,20250925,skipped,Existing Position,,,
2317,20251020,entered,,20251021,20251031,20251031
2317,20260422,entered,,20260423,20260430,20260429
2317,20260505,entered,,20260506,20260515,20260515
2317,20260506,skipped,Existing Position,,,
2324,20230529,entered,,20230530,20230531,20230530
2324,20230602,entered,,20230605,20230614,20230614
2324,20231211,entered,,20231212,20231221,20231221
2324,20231213,skipped,Existing Position,,,
2324,20231218,skipped,Existing Position,,,
2324,20240514,entered,,20240515,20240516,20240515
2324,20241001,entered,,20241004,20241016,20241016
2324,20241107,entered,,20241108,20241115,20241114
2324,20250915,entered,,20250916,20250925,20250925
2327,20221111,entered,,20221114,20221123,20221123
2327,20251007,entered,,20251008,20251015,20251014
2327,20251021,entered,,20251022,20251103,20251103
2327,20260106,entered,,20260107,20260109,20260108
2327,20260113,entered,,20260114,20260122,20260121
2327,20260116,skipped,Existing Position,,,
2327,20260119,skipped,Existing Position,,,
2327,20260413,entered,,20260414,20260424,20260423
2327,20260414,skipped,Existing Position,,,
2327,20260415,skipped,Existing Position,,,
2327,20260508,entered,,20260511,20260518,20260515
2328,20221205,entered,,20221206,20221208,20221207
2328,20230529,entered,,20230530,20230608,20230608
2328,20230531,skipped,Existing Position,,,
2328,20230601,skipped,Existing Position,,,
2328,20230714,entered,,20230717,20230720,20230719
2328,20240327,entered,,20240328,20240408,20240403
2328,20240527,entered,,20240528,20240606,20240606
2328,20240528,skipped,Existing Position,,,
2328,20250826,entered,,20250827,20250901,20250829
2328,20251029,entered,,20251030,20251104,20251103
2328,20260115,entered,,20260116,20260128,20260127
2328,20260119,skipped,Existing Position,,,
2328,20260422,entered,,20260423,20260424,20260423
2328,20260429,entered,,20260430,20260511,20260508
2328,20260525,entered,,20260526,20260528,20260527
2329,20230308,entered,,20230309,20230315,20230314
2329,20230605,entered,,20230606,20230615,20230615
2329,20230608,skipped,Existing Position,,,
2329,20230609,skipped,Existing Position,,,
2329,20230705,entered,,20230706,20230717,20230717
2329,20240122,entered,,20240123,20240129,20240126
2329,20250217,entered,,20250218,20250224,20250221
2329,20250808,entered,,20250811,20250818,20250815
2329,20250825,entered,,20250826,20250902,20250901
2329,20250908,entered,,20250909,20250910,20250909
2329,20260120,entered,,20260121,20260122,20260121
2330,20230113,entered,,20230116,20230206,20230206
2331,20220817,entered,,20220818,20220824,20220823
2331,20220818,skipped,Existing Position,,,
2332,20230519,entered,,20230522,20230529,20230526
2332,20230530,entered,,20230531,20230609,20230609
2332,20230602,skipped,Existing Position,,,
2332,20241107,entered,,20241108,20241113,20241112
2337,20221118,entered,,20221121,20221128,20221125
2337,20230202,entered,,20230203,20230210,20230209
2337,20230616,entered,,20230619,20230621,20230620
2337,20231215,entered,,20231218,20231220,20231219
2337,20231227,entered,,20231228,20240105,20240104
2337,20240408,entered,,20240409,20240415,20240412
2337,20250513,entered,,20250514,20250523,20250523
2337,20250618,entered,,20250619,20250623,20250620
2337,20250919,entered,,20250922,20250923,20250922
2338,20220530,entered,,20220531,20220608,20220607
2338,20240711,entered,,20240712,20240719,20240718
2338,20260525,entered,,20260526,20260527,20260526
2340,20230620,entered,,20230621,20230628,20230627
2340,20260317,entered,,20260318,20260320,20260319
2340,20260826,censored,Insufficient Future Data,20260827,,
2342,20260119,cancelled,Below Signal Low,,,
2342,20260120,entered,,20260121,20260126,20260123
2342,20260617,entered,,20260618,20260624,20260623
2344,20230130,entered,,20230131,20230209,20230209
2344,20230201,skipped,Existing Position,,,
2344,20230216,entered,,20230217,20230224,20230223
2344,20230302,entered,,20230303,20230314,20230314
2344,20230303,skipped,Existing Position,,,
2344,20230331,entered,,20230406,20230407,20230406
2344,20230529,entered,,20230530,20230608,20230608
2344,20230731,entered,,20230801,20230804,20230802
2344,20230915,entered,,20230918,20230921,20230920
2344,20231227,entered,,20231228,20240105,20240104
2344,20231228,skipped,Existing Position,,,
2344,20250624,entered,,20250625,20250702,20250701
2344,20250626,skipped,Existing Position,,,
2344,20250916,entered,,20250917,20250926,20250925
2344,20250917,skipped,Existing Position,,,
2344,20250919,skipped,Existing Position,,,
2344,20250923,skipped,Existing Position,,,
2344,20260512,entered,,20260513,20260520,20260519
2345,20230207,entered,,20230208,20230217,20230217
2345,20240516,entered,,20240517,20240528,20240528
2347,20231011,entered,,20231012,20231023,20231023
2347,20240313,entered,,20240314,20240321,20240320
2347,20240315,skipped,Existing Position,,,
2347,20240527,entered,,20240528,20240604,20240603
2347,20260602,entered,,20260603,20260609,20260608
2348,20241212,entered,,20241213,20241220,20241219
2348,20241226,entered,,20241227,20241230,20241227
2351,20221128,entered,,20221129,20221208,20221208
2351,20250821,entered,,20250822,20250902,20250902
