record_type,population,period,date_or_month,count,trading_days,active_signal_days,total_count,average_per_trading_day,average_per_active_signal_day,median_per_trading_day,median_per_active_signal_day,p90_per_trading_day,p90_per_active_signal_day,maximum_daily_count,maximum_dates,signal_date_hhi,effective_signal_dates,largest_date_share,top5_dates_share,top10_dates_share,industry_status,industry_reason,industry_asof_covered_rows,industry_future_only_rows,industry_missing_rows,industry_asof_coverage_rate
daily_count,all_final_signals,2022,20220209,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220210,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220211,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220214,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220215,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220216,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220217,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220218,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220221,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220222,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220223,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220224,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220225,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220301,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220302,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220303,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220304,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220307,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220308,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220309,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220310,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220311,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220314,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220315,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220316,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220317,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220318,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220321,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220322,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220323,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220324,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220325,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220328,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220329,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220330,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220331,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220401,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220406,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220407,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220408,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220411,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220412,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220413,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220414,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220415,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220418,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220419,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220420,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220421,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220422,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220425,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220426,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220427,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220428,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220429,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220503,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220504,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220505,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220506,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220509,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220510,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220511,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220512,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220513,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220516,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220517,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220518,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220519,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220520,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220523,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220524,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220525,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220526,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220527,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220530,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220531,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220601,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220602,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220606,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220607,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220608,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220609,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220610,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220613,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220614,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220615,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220616,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220617,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220620,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220621,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220622,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220623,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220624,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220627,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220628,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220629,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220630,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220701,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220704,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220705,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220706,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220707,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220708,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220711,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220712,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220713,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220714,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220715,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220718,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220719,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220720,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220721,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220722,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220725,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220726,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220727,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220728,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220729,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220801,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220802,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220803,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220804,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220805,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220808,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220809,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220810,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220811,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220812,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220815,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220816,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220817,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220818,8,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220819,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220822,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220823,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220824,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220825,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220826,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220829,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220830,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220831,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220901,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220902,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220905,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220906,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220907,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220908,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220912,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220913,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220914,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220915,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220916,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220919,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220920,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220921,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220922,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220923,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220926,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220927,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220928,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220929,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20220930,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221003,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221004,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221005,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221006,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221007,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221011,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221012,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221013,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221014,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221017,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221018,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221019,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221020,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221021,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221024,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221025,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221026,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221027,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221028,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221031,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221101,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221102,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221103,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221104,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221107,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221108,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221109,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221110,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221111,15,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221114,13,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221115,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221116,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221117,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221118,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221121,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221122,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221123,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221124,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221125,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221128,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221129,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221130,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221201,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221202,10,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221205,7,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221206,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221207,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221208,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221209,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221212,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221213,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221214,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221215,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221216,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221219,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221220,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221221,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221222,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221223,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221226,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221227,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221228,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221229,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2022,20221230,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230103,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230104,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230105,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230106,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230109,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230110,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230111,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230112,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230113,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230116,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230117,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230130,17,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230131,10,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230201,13,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230202,13,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230203,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230206,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230207,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230208,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230209,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230210,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230213,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230214,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230215,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230216,10,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230217,10,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230220,8,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230221,7,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230222,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230223,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230224,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230301,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230302,7,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230303,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230306,7,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230307,8,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230308,14,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230309,5,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230310,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230313,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230314,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230315,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230316,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230317,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230320,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230321,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230322,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230323,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230324,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230327,4,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230328,2,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230329,1,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230330,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230331,9,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230406,3,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230407,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230410,7,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230411,13,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230412,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230413,6,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230414,8,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230417,8,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230418,7,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230419,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230420,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230421,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230424,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230425,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230426,0,,,,,,,,,,,,,,,,,,,,,,
daily_count,all_final_signals,2023,20230427,0,,,,,,,,,,,,,,,,,,,,,,
